id,commune,code_postal,niveau_prix,nombre_habitants_par_commune,annee_habitants,annee_consommation,consommation_totale,consommation_moyenne,gaz,created_at,updated_at
4918,Mouleydier,24520,3,1137,2011,2024,1926.32676,13.1940189041096,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4919,Mouleydier,24520,3,1136,2016,2024,1926.32676,13.1940189041096,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4920,Mouleydier,24520,3,1155,2022,2024,1926.32676,13.1940189041096,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4921,Moulin-Neuf,24700,3,889,2011,2024,97164.89,97164.89,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4922,Moulin-Neuf,24700,3,916,2016,2024,97164.89,97164.89,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4923,Moulin-Neuf,24700,3,973,2022,2024,97164.89,97164.89,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4924,Mussidan,24400,2,2878,2011,2024,8058.33753,10.7876004417671,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4925,Mussidan,24400,2,2728,2016,2024,8058.33753,10.7876004417671,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4926,Mussidan,24400,2,2778,2022,2024,8058.33753,10.7876004417671,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4927,Nantheuil,24800,6,1016,2011,2024,126.041,9.69546153846154,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4928,Nantheuil,24800,6,959,2016,2024,126.041,9.69546153846154,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4929,Nantheuil,24800,6,984,2022,2024,126.041,9.69546153846154,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4930,Neuvic,24190,2,3601,2011,2024,4282.60795,10.981046025641,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4931,Neuvic,24190,2,3564,2016,2024,4282.60795,10.981046025641,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4932,Neuvic,24190,2,3663,2022,2024,4282.60795,10.981046025641,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4933,Nontron,24300,6,3281,2011,2024,3712.06218,10.6668453448276,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4934,Nontron,24300,6,3085,2016,2024,3712.06218,10.6668453448276,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4935,Nontron,24300,6,3049,2022,2024,3712.06218,10.6668453448276,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4936,Sanilhac,24660,2,4371,2011,2024,5538.37771,9.92540808243728,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4937,Sanilhac,24660,2,4515,2016,2024,5538.37771,9.92540808243728,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4938,Sanilhac,24660,2,4720,2022,2024,5538.37771,9.92540808243728,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4939,Pazayac,24120,2,856,2011,2024,1433.94741,9.49634046357616,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4940,Pazayac,24120,2,869,2016,2024,1433.94741,9.49634046357616,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4941,Pazayac,24120,2,803,2022,2024,1433.94741,9.49634046357616,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4942,"Périgueux",24000,2,29811,2011,2024,90554.64827,8.71471930228082,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4943,"Périgueux",24000,2,29912,2016,2024,90554.64827,8.71471930228082,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4944,"Périgueux",24000,2,29876,2022,2024,90554.64827,8.71471930228082,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4945,"Piégut-Pluviers",24360,6,1235,2011,2024,2346.89428,11.9739504081633,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4946,"Piégut-Pluviers",24360,6,1174,2016,2024,2346.89428,11.9739504081633,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4947,"Piégut-Pluviers",24360,6,1178,2022,2024,2346.89428,11.9739504081633,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4948,"Le Pizou",24700,3,1284,2011,2024,994.26347,8.49797837606838,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4949,"Le Pizou",24700,3,1312,2016,2024,994.26347,8.49797837606838,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4950,"Le Pizou",24700,3,1416,2022,2024,994.26347,8.49797837606838,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4951,Port-Sainte-Foy-et-Ponchapt,33220,1,2489,2011,2024,3570.39,11.4069968051118,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4952,Port-Sainte-Foy-et-Ponchapt,33220,1,2492,2016,2024,3570.39,11.4069968051118,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4953,Port-Sainte-Foy-et-Ponchapt,33220,1,2515,2022,2024,3570.39,11.4069968051118,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4954,Prigonrieux,24130,2,4113,2011,2024,4113.37582,9.10038898230088,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4955,Prigonrieux,24130,2,4148,2016,2024,4113.37582,9.10038898230088,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4956,Prigonrieux,24130,2,4362,2022,2024,4113.37582,9.10038898230088,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4957,Proissans,24200,4,935,2011,2024,399.66473,9.99161825,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4958,Proissans,24200,4,1006,2016,2024,399.66473,9.99161825,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4959,Proissans,24200,4,1086,2022,2024,399.66473,9.99161825,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4960,"Razac-sur-l'Isle",24430,2,2425,2011,2024,2845.1488,10.2343482014388,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4961,"Razac-sur-l'Isle",24430,2,2384,2016,2024,2845.1488,10.2343482014388,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4962,"Razac-sur-l'Isle",24430,2,2367,2022,2024,2845.1488,10.2343482014388,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4963,"Ribérac",24600,1,4053,2011,2024,9043.70747,10.6899615484634,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4964,"Ribérac",24600,1,3897,2016,2024,9043.70747,10.6899615484634,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4965,"Ribérac",24600,1,3770,2022,2024,9043.70747,10.6899615484634,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4966,"La Roche-Chalais",24490,3,2898,2011,2024,2976.30836,10.9826876752768,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4967,"La Roche-Chalais",24490,3,2987,2016,2024,2976.30836,10.9826876752768,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4968,"La Roche-Chalais",24490,3,3023,2022,2024,2976.30836,10.9826876752768,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4969,Saint-Antoine-de-Breuilh,24230,1,2012,2011,2024,2522.11471,10.1698173790323,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4970,Saint-Antoine-de-Breuilh,24230,1,1884,2016,2024,2522.11471,10.1698173790323,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4971,Saint-Antoine-de-Breuilh,24230,1,1784,2022,2024,2522.11471,10.1698173790323,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4972,Saint-Astier,24110,2,5468,2011,2024,8669.44656,9.94202587155963,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4973,Saint-Astier,24110,2,5590,2016,2024,8669.44656,9.94202587155963,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4974,Saint-Astier,24110,2,5309,2022,2024,8669.44656,9.94202587155963,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4975,"Saint Aulaye-Puymangou",24410,1,1456,2011,2024,9053.47,9053.47,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4976,"Saint Aulaye-Puymangou",24410,1,1441,2016,2024,9053.47,9053.47,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4977,"Saint Aulaye-Puymangou",24410,1,1432,2022,2024,9053.47,9053.47,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4978,"Saint-Barthélemy-de-Bussière",24360,6,232,2011,2022,0.0,0.0,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4979,"Saint-Barthélemy-de-Bussière",24360,6,212,2016,2022,0.0,0.0,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4980,"Saint-Barthélemy-de-Bussière",24360,6,215,2022,2022,0.0,0.0,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4981,"Saint-Estèphe",24360,6,590,2011,2024,261.93287,9.03216793103448,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4982,"Saint-Estèphe",24360,6,612,2016,2024,261.93287,9.03216793103448,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4983,"Saint-Estèphe",24360,6,584,2022,2024,261.93287,9.03216793103448,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4984,Saint-Front-de-Pradoux,24400,2,1130,2011,2024,1671.65023,11.1443348666667,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4985,Saint-Front-de-Pradoux,24400,2,1150,2016,2024,1671.65023,11.1443348666667,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4986,Saint-Front-de-Pradoux,24400,2,1157,2022,2024,1671.65023,11.1443348666667,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4987,Saint-Laurent-des-Vignes,24100,2,852,2011,2024,469.1321,13.0314472222222,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4988,Saint-Laurent-des-Vignes,24100,2,886,2016,2024,469.1321,13.0314472222222,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4989,Saint-Laurent-des-Vignes,24100,2,1028,2022,2024,469.1321,13.0314472222222,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4990,"Saint-Léon-sur-l'Isle",24110,2,2027,2011,2024,3504.64467,9.8445075,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4991,"Saint-Léon-sur-l'Isle",24110,2,2022,2016,2024,3504.64467,9.8445075,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4992,"Saint-Léon-sur-l'Isle",24110,2,2072,2022,2024,3504.64467,9.8445075,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4993,Saint-Martial-de-Valette,24300,6,817,2011,2024,395.06045,11.2874414285714,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4994,Saint-Martial-de-Valette,24300,6,791,2016,2024,395.06045,11.2874414285714,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4995,Saint-Martial-de-Valette,24300,6,801,2022,2024,395.06045,11.2874414285714,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4996,"Saint-Martin-de-Ribérac",24600,1,705,2011,2024,259.9918,9.28542142857143,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4997,"Saint-Martin-de-Ribérac",24600,1,717,2016,2024,259.9918,9.28542142857143,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4998,"Saint-Martin-de-Ribérac",24600,1,728,2022,2024,259.9918,9.28542142857143,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
4999,"Saint-Médard-de-Mussidan",24400,2,1704,2011,2024,2560.20597,10.802556835443,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5000,"Saint-Médard-de-Mussidan",24400,2,1715,2016,2024,2560.20597,10.802556835443,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5001,"Saint-Médard-de-Mussidan",24400,2,1619,2022,2024,2560.20597,10.802556835443,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5002,"Saint-Pierre-d'Eyraud",24130,3,1712,2011,2024,1780.50604,9.47077680851064,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5003,"Saint-Pierre-d'Eyraud",24130,3,1785,2016,2024,1780.50604,9.47077680851064,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5004,"Saint-Pierre-d'Eyraud",24130,3,1801,2022,2024,1780.50604,9.47077680851064,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5005,"Saint Privat en Périgord",24410,2,1216,2011,2024,1540.903,1540.903,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5006,"Saint Privat en Périgord",24410,2,1136,2016,2024,1540.903,1540.903,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5007,"Saint Privat en Périgord",24410,2,1127,2022,2024,1540.903,1540.903,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5008,Saint-Sauveur,24520,6,789,2011,2024,343.53992,10.7356225,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5009,Saint-Sauveur,24520,6,844,2016,2024,343.53992,10.7356225,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5010,Saint-Sauveur,24520,6,855,2022,2024,343.53992,10.7356225,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5011,Saint-Seurin-de-Prats,24230,6,478,2011,2024,948.71673,15.8119455,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5012,Saint-Seurin-de-Prats,24230,6,490,2016,2024,948.71673,15.8119455,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5013,Saint-Seurin-de-Prats,24230,6,461,2022,2024,948.71673,15.8119455,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5014,Saint-Vincent-Jalmoutiers,24410,2,247,2011,2024,187.2702,9.85632631578947,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5015,Saint-Vincent-Jalmoutiers,24410,2,244,2016,2024,187.2702,9.85632631578947,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5016,Saint-Vincent-Jalmoutiers,24410,2,220,2022,2024,187.2702,9.85632631578947,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5017,"Sarlat-la-Canéda",24200,4,9568,2011,2024,25422.34631,9.99306065644654,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5018,"Sarlat-la-Canéda",24200,4,8946,2016,2024,25422.34631,9.99306065644654,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5019,"Sarlat-la-Canéda",24200,4,8786,2022,2024,25422.34631,9.99306065644654,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5020,Sourzac,24400,2,1106,2011,2024,147.20657,13.3824154545455,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5021,Sourzac,24400,2,1107,2016,2024,147.20657,13.3824154545455,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5022,Sourzac,24400,2,1127,2022,2024,147.20657,13.3824154545455,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5023,Terrasson-Lavilledieu,24120,2,6261,2011,2024,2.84,2.84,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5024,Terrasson-Lavilledieu,24120,2,6148,2016,2024,2.84,2.84,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5025,Terrasson-Lavilledieu,24120,2,6262,2022,2024,2.84,2.84,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5026,Thenon,24210,2,1281,2011,2024,2086.85945,12.2038564327485,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5027,Thenon,24210,2,1259,2016,2024,2086.85945,12.2038564327485,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5028,Thenon,24210,2,1267,2022,2024,2086.85945,12.2038564327485,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5029,Thiviers,24800,6,3113,2011,2024,6091.09092,10.9159335483871,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5030,Thiviers,24800,6,2891,2016,2024,6091.09092,10.9159335483871,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5031,Thiviers,24800,6,2889,2022,2024,6091.09092,10.9159335483871,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5032,Tocane-Saint-Apre,24350,6,1687,2011,2024,1603.34807,10.6181991390728,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5033,Tocane-Saint-Apre,24350,6,1665,2016,2024,1603.34807,10.6181991390728,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5034,Tocane-Saint-Apre,24350,6,1757,2022,2024,1603.34807,10.6181991390728,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5035,"Trélissac",24750,2,7037,2011,2024,17658.39227,9.65995200765864,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5036,"Trélissac",24750,2,6629,2016,2024,17658.39227,9.65995200765864,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5037,"Trélissac",24750,2,7319,2022,2024,17658.39227,9.65995200765864,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5038,"Vélines",24230,1,1114,2011,2024,2124.78603,11.3624921390374,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5039,"Vélines",24230,1,1131,2016,2024,2124.78603,11.3624921390374,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5040,"Vélines",24230,1,1058,2022,2024,2124.78603,11.3624921390374,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5041,Villefranche-de-Lonchat,24610,1,976,2011,2024,1411.85544,11.2052019047619,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5042,Villefranche-de-Lonchat,24610,1,973,2016,2024,1411.85544,11.2052019047619,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5043,Villefranche-de-Lonchat,24610,1,956,2022,2024,1411.85544,11.2052019047619,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5044,Vitrac,24200,4,878,2011,2024,212.4078,10.1146571428571,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5045,Vitrac,24200,4,803,2016,2024,212.4078,10.1146571428571,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5046,Vitrac,24200,4,857,2022,2024,212.4078,10.1146571428571,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5047,Allenjoie,25490,3,758,2011,2024,,,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5048,Allenjoie,25490,3,733,2016,2024,,,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5049,Allenjoie,25490,3,735,2022,2024,,,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5050,Amagney,25220,6,735,2011,2024,1826.09651,11.8577695454545,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5051,Amagney,25220,6,807,2016,2024,1826.09651,11.8577695454545,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5052,Amagney,25220,6,937,2022,2024,1826.09651,11.8577695454545,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5053,Arbouans,25400,3,973,2011,2024,1868.85108,11.2581390361446,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5054,Arbouans,25400,3,930,2016,2024,1868.85108,11.2581390361446,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5055,Arbouans,25400,3,891,2022,2024,1868.85108,11.2581390361446,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5056,Audincourt,25400,3,14966,2011,2022,10361.077975,10361.077975,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5057,Audincourt,25400,3,13582,2016,2022,10361.077975,10361.077975,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5058,Audincourt,25400,3,14009,2022,2022,10361.077975,10361.077975,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5059,Autechaux,25110,6,397,2011,2024,80.19921,6.16917,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5060,Autechaux,25110,6,416,2016,2024,80.19921,6.16917,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5061,Autechaux,25110,6,431,2022,2024,80.19921,6.16917,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5062,Autechaux-Roide,25150,5,556,2011,2024,292.56044,17.2094376470588,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5063,Autechaux-Roide,25150,5,528,2016,2024,292.56044,17.2094376470588,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5064,Autechaux-Roide,25150,5,497,2022,2024,292.56044,17.2094376470588,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5065,"Les Auxons",25870,5,2456,2011,2024,5899.69919,11.1315079056604,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5066,"Les Auxons",25870,5,2564,2016,2024,5899.69919,11.1315079056604,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5067,"Les Auxons",25870,5,2522,2022,2024,5899.69919,11.1315079056604,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5068,Avanne-Aveney,25720,3,2323,2011,2024,5627.25798,11.871852278481,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5069,Avanne-Aveney,25720,3,2261,2016,2024,5627.25798,11.871852278481,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5070,Avanne-Aveney,25720,3,2237,2022,2024,5627.25798,11.871852278481,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5071,Bart,25420,3,1900,2011,2024,5911.18468,12.9631242982456,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5072,Bart,25420,3,2015,2016,2024,5911.18468,12.9631242982456,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5073,Bart,25420,3,2015,2022,2024,5911.18468,12.9631242982456,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5074,Baume-les-Dames,25110,6,5290,2011,2024,9817.70833,10.1527490486039,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5075,Baume-les-Dames,25110,6,5149,2016,2024,9817.70833,10.1527490486039,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5076,Baume-les-Dames,25110,6,5064,2022,2024,9817.70833,10.1527490486039,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5077,Bavans,25550,3,3662,2011,2024,8603.96798,10.3413076682692,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5078,Bavans,25550,3,3661,2016,2024,8603.96798,10.3413076682692,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5079,Bavans,25550,3,3566,2022,2024,8603.96798,10.3413076682692,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5080,"Le Bélieu",25500,5,325,2011,2024,,,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5081,"Le Bélieu",25500,5,443,2016,2024,,,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5082,"Le Bélieu",25500,5,512,2022,2024,,,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5083,Berche,25420,3,465,2011,2024,459.31967,10.9361826190476,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5084,Berche,25420,3,481,2016,2024,459.31967,10.9361826190476,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5085,Berche,25420,3,543,2022,2024,459.31967,10.9361826190476,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5086,"Besançon",25000,2,115879,2011,2024,279991.77357,10.484619867815,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5087,"Besançon",25000,2,116466,2016,2024,279991.77357,10.484619867815,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5088,"Besançon",25000,2,120057,2022,2024,279991.77357,10.484619867815,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5089,Bethoncourt,25200,3,5974,2011,2024,8735.80795,10.4745898681055,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5090,Bethoncourt,25200,3,5702,2016,2024,8735.80795,10.4745898681055,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5091,Bethoncourt,25200,3,5288,2022,2024,8735.80795,10.4745898681055,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5092,Beure,25720,3,1358,2011,2024,4166.83828,13.8894609333333,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5093,Beure,25720,3,1364,2016,2024,4166.83828,13.8894609333333,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5094,Beure,25720,3,1342,2022,2024,4166.83828,13.8894609333333,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5095,Bonnay,25870,3,857,2011,2024,1852.29907,11.0916111976048,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5096,Bonnay,25870,3,841,2016,2024,1852.29907,11.0916111976048,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5097,Bonnay,25870,3,828,2022,2024,1852.29907,11.0916111976048,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5098,"Boussières",25320,3,1084,2011,2024,640.04043,7.71133048192771,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5099,"Boussières",25320,3,1102,2016,2024,640.04043,7.71133048192771,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5100,"Boussières",25320,3,1200,2022,2024,640.04043,7.71133048192771,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5101,Brognard,25600,3,463,2011,2024,,,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5102,Brognard,25600,3,481,2016,2024,,,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5103,Brognard,25600,3,477,2022,2024,,,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5104,Chalezeule,25220,3,1232,2011,2024,3097.96743,13.7687441333333,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5105,Chalezeule,25220,3,1291,2016,2024,3097.96743,13.7687441333333,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5106,Chalezeule,25220,3,1326,2022,2024,3097.96743,13.7687441333333,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5107,Champvans-les-Moulins,25170,6,352,2011,2024,823.68483,11.9374613043478,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5108,Champvans-les-Moulins,25170,6,348,2016,2024,823.68483,11.9374613043478,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5109,Champvans-les-Moulins,25170,6,317,2022,2024,823.68483,11.9374613043478,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
5110,"Châtillon-le-Duc",25870,3,1894,2011,2024,6298.43265,13.8123523026316,Gaz,"2026-03-16 16:09:55","2026-03-16 16:09:55"
