id,commune,code_postal,niveau_prix,nombre_habitants_par_commune,annee_habitants,annee_consommation,consommation_totale,consommation_moyenne,gaz,created_at,updated_at
16890,Verneuil-en-Halatte,60550,1,4795,2022,2024,12824.15934,11.8742216111111,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16891,Villeneuve-les-Sablons,60175,2,1288,2011,2024,2618.89873,12.713100631068,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16892,Villeneuve-les-Sablons,60175,2,1194,2016,2024,2618.89873,12.713100631068,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16893,Villeneuve-les-Sablons,60175,2,1188,2022,2024,2618.89873,12.713100631068,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16894,Villers-Saint-Paul,60870,1,6274,2011,2021,48568.625067,48568.625067,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16895,Villers-Saint-Paul,60870,1,6428,2016,2021,48568.625067,48568.625067,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16896,Villers-Saint-Paul,60870,1,6500,2022,2021,48568.625067,48568.625067,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16897,"Villers-Saint-Sépulcre",60134,4,952,2011,2024,1289.3771,12.1639349056604,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16898,"Villers-Saint-Sépulcre",60134,4,980,2016,2024,1289.3771,12.1639349056604,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16899,"Villers-Saint-Sépulcre",60134,4,981,2022,2024,1289.3771,12.1639349056604,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16900,Villers-sous-Saint-Leu,60340,1,2337,2011,2024,19534.53,19534.53,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16901,Villers-sous-Saint-Leu,60340,1,2344,2016,2024,19534.53,19534.53,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16902,Villers-sous-Saint-Leu,60340,1,2301,2022,2024,19534.53,19534.53,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16903,Villers-sur-Coudun,60150,6,1395,2011,2024,3169.46609,17.1322491351351,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16904,Villers-sur-Coudun,60150,6,1399,2016,2024,3169.46609,17.1322491351351,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16905,Villers-sur-Coudun,60150,6,1419,2022,2024,3169.46609,17.1322491351351,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16906,Vineuil-Saint-Firmin,60500,1,1418,2011,2024,7822.53569,20.6399358575198,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16907,Vineuil-Saint-Firmin,60500,1,1362,2016,2024,7822.53569,20.6399358575198,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16908,Vineuil-Saint-Firmin,60500,1,1399,2022,2024,7822.53569,20.6399358575198,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16909,Warluis,60430,3,1141,2011,2024,1782.15826,12.3760990277778,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16910,Warluis,60430,3,1163,2016,2024,1782.15826,12.3760990277778,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16911,Warluis,60430,3,1220,2022,2024,1782.15826,12.3760990277778,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16912,Wavignies,60130,6,1195,2011,2024,1446.6262,10.5593153284672,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16913,Wavignies,60130,6,1200,2016,2024,1446.6262,10.5593153284672,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16914,Wavignies,60130,6,1347,2022,2024,1446.6262,10.5593153284672,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16915,"Alençon",61000,3,26300,2011,2024,65183.98268,8.50410732941944,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16916,"Alençon",61000,3,26129,2016,2024,65183.98268,8.50410732941944,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16917,"Alençon",61000,3,25667,2022,2024,65183.98268,8.50410732941944,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16918,Argentan,61200,4,14315,2011,2024,24138.88407,7.58130781092965,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16919,Argentan,61200,4,13866,2016,2024,24138.88407,7.58130781092965,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16920,Argentan,61200,4,13494,2022,2024,24138.88407,7.58130781092965,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16921,"Athis-Val de Rouvre",61430,6,4321,2011,2024,2710.04307,11.5813806410256,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16922,"Athis-Val de Rouvre",61430,6,4275,2016,2024,2710.04307,11.5813806410256,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16923,"Athis-Val de Rouvre",61430,6,4208,2022,2024,2710.04307,11.5813806410256,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16924,Aube,61270,5,1379,2011,2024,1199.98141,11.9998141,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16925,Aube,61270,5,1316,2016,2024,1199.98141,11.9998141,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16926,Aube,61270,5,1249,2022,2024,1199.98141,11.9998141,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16927,"Bellême",61130,6,1577,2011,2024,5492.99611,14.6090322074468,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16928,"Bellême",61130,6,1515,2016,2024,5492.99611,14.6090322074468,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16929,"Bellême",61130,6,1457,2022,2024,5492.99611,14.6090322074468,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16930,Caligny,61100,5,851,2011,2024,280.04174,31.1157488888889,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16931,Caligny,61100,5,834,2016,2024,280.04174,31.1157488888889,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16932,Caligny,61100,5,845,2022,2024,280.04174,31.1157488888889,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16933,"Cerisé",61000,3,732,2011,2024,1797.21682,11.9020981456954,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16934,"Cerisé",61000,3,859,2016,2024,1797.21682,11.9020981456954,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16935,"Cerisé",61000,3,853,2022,2024,1797.21682,11.9020981456954,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16936,"Rives d'Andaine",61140,6,3056,2011,2024,3096.59431,10.119589248366,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16937,"Rives d'Andaine",61140,6,3060,2016,2024,3096.59431,10.119589248366,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16938,"Rives d'Andaine",61140,6,2867,2022,2024,3096.59431,10.119589248366,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16939,"Condé-sur-Sarthe",61250,3,2232,2011,2024,2984.00799,11.3460379847909,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16940,"Condé-sur-Sarthe",61250,3,2535,2016,2024,2984.00799,11.3460379847909,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16941,"Condé-sur-Sarthe",61250,3,2492,2022,2024,2984.00799,11.3460379847909,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16942,Damigny,61250,3,2778,2011,2024,6958.27937,11.9148619349315,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16943,Damigny,61250,3,2656,2016,2024,6958.27937,11.9148619349315,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16944,Damigny,61250,3,2425,2022,2024,6958.27937,11.9148619349315,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16945,"Écouché-les-Vallées",61150,4,2196,2011,2024,2697.52999,11.3341596218487,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16946,"Écouché-les-Vallées",61150,4,2185,2016,2024,2697.52999,11.3341596218487,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16947,"Écouché-les-Vallées",61150,4,2193,2022,2024,2697.52999,11.3341596218487,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16948,"La Ferrière-Bochard",61420,6,687,2011,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16949,"La Ferrière-Bochard",61420,6,740,2016,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16950,"La Ferrière-Bochard",61420,6,706,2022,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16951,"La Ferté-en-Ouche",61550,6,3302,2011,2024,308.33806,8.80965885714286,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16952,"La Ferté-en-Ouche",61550,6,3218,2016,2024,308.33806,8.80965885714286,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16953,"La Ferté-en-Ouche",61550,6,2960,2022,2024,308.33806,8.80965885714286,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16954,"La Ferté Macé",61600,5,5954,2011,2024,9000.78927,8.78125782439024,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16955,"La Ferté Macé",61600,5,5393,2016,2024,9000.78927,8.78125782439024,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16956,"La Ferté Macé",61600,5,5095,2022,2024,9000.78927,8.78125782439024,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16957,Flers,61100,3,15077,2011,2024,26620.36227,8.73371465551181,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16958,Flers,61100,3,14766,2016,2024,26620.36227,8.73371465551181,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16959,Flers,61100,3,14308,2022,2024,26620.36227,8.73371465551181,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16960,"Belforêt-en-Perche",61130,6,1699,2011,2024,1122.63388,14.210555443038,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16961,"Belforêt-en-Perche",61130,6,1672,2016,2024,1122.63388,14.210555443038,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16962,"Belforêt-en-Perche",61130,6,1486,2022,2024,1122.63388,14.210555443038,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16963,"L'Aigle",61300,3,7970,2011,2024,18672.38974,8.55746550870761,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16964,"L'Aigle",61300,3,8075,2016,2024,18672.38974,8.55746550870761,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16965,"L'Aigle",61300,3,7771,2022,2024,18672.38974,8.55746550870761,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16966,"La Lande-Patry",61100,3,1770,2011,2024,832.62778,10.1539973170732,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16967,"La Lande-Patry",61100,3,1777,2016,2024,832.62778,10.1539973170732,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16968,"La Lande-Patry",61100,3,1752,2022,2024,832.62778,10.1539973170732,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16969,Landisacq,61100,6,762,2011,2024,233.28991,11.1090433333333,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16970,Landisacq,61100,6,746,2016,2024,233.28991,11.1090433333333,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16971,Landisacq,61100,6,772,2022,2024,233.28991,11.1090433333333,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16972,Lonrai,61250,3,1076,2011,2024,1292.23122,13.8949593548387,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16973,Lonrai,61250,3,1141,2016,2024,1292.23122,13.8949593548387,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16974,Lonrai,61250,3,1084,2022,2024,1292.23122,13.8949593548387,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16975,"Magny-le-Désert",61600,6,1451,2011,2024,144.09164,11.0839723076923,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16976,"Magny-le-Désert",61600,6,1416,2016,2024,144.09164,11.0839723076923,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16977,"Magny-le-Désert",61600,6,1386,2022,2024,144.09164,11.0839723076923,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16978,Messei,61440,4,1956,2011,2024,1469.86218,10.574548057554,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16979,Messei,61440,4,1935,2016,2024,1469.86218,10.574548057554,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16980,Messei,61440,4,1819,2022,2024,1469.86218,10.574548057554,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16981,Mortagne-au-Perche,61400,5,4076,2011,2024,11320.5076,11.9793731216931,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16982,Mortagne-au-Perche,61400,5,3873,2016,2024,11320.5076,11.9793731216931,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16983,Mortagne-au-Perche,61400,5,3857,2022,2024,11320.5076,11.9793731216931,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16984,"Mortrée",61570,6,1196,2011,2024,1301.41327,12.3944120952381,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16985,"Mortrée",61570,6,1189,2016,2024,1301.41327,12.3944120952381,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16986,"Mortrée",61570,6,1125,2022,2024,1301.41327,12.3944120952381,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16987,"Pacé",61250,5,373,2011,2024,110.03332,5.79122736842105,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16988,"Pacé",61250,5,368,2016,2024,110.03332,5.79122736842105,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16989,"Pacé",61250,5,411,2022,2024,110.03332,5.79122736842105,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16990,Rai,61270,5,1522,2011,2024,20959.53,20959.53,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16991,Rai,61270,5,1435,2016,2024,20959.53,20959.53,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16992,Rai,61270,5,1437,2022,2024,20959.53,20959.53,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16993,Saint-Georges-des-Groseillers,61100,3,3266,2011,2024,6308.75695,12.2500134951456,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16994,Saint-Georges-des-Groseillers,61100,3,3233,2016,2024,6308.75695,12.2500134951456,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16995,Saint-Georges-des-Groseillers,61100,3,3169,2022,2024,6308.75695,12.2500134951456,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16996,Saint-Germain-de-la-Coudre,61130,2,826,2011,2024,921.55388,14.399279375,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16997,Saint-Germain-de-la-Coudre,61130,2,762,2016,2024,921.55388,14.399279375,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16998,Saint-Germain-de-la-Coudre,61130,2,828,2022,2024,921.55388,14.399279375,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
16999,"Saint-Germain-du-Corbéis",61000,3,3878,2011,2024,9649.46062,11.3656779976443,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17000,"Saint-Germain-du-Corbéis",61000,3,3813,2016,2024,9649.46062,11.3656779976443,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17001,"Saint-Germain-du-Corbéis",61000,3,3648,2022,2024,9649.46062,11.3656779976443,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17002,"Saint-Hilaire-le-Châtel",61400,5,691,2011,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17003,"Saint-Hilaire-le-Châtel",61400,5,652,2016,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17004,"Saint-Hilaire-le-Châtel",61400,5,668,2022,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17005,Sainte-Honorine-la-Chardonne,61430,6,716,2011,2024,5408.134,5408.134,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17006,Sainte-Honorine-la-Chardonne,61430,6,739,2016,2024,5408.134,5408.134,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17007,Sainte-Honorine-la-Chardonne,61430,6,681,2022,2024,5408.134,5408.134,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17008,"Saint-Langis-lès-Mortagne",61400,5,897,2011,2024,148852.67,148852.67,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17009,"Saint-Langis-lès-Mortagne",61400,5,920,2016,2024,148852.67,148852.67,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17010,"Saint-Langis-lès-Mortagne",61400,5,871,2022,2024,148852.67,148852.67,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17011,"Saint-Martin-du-Vieux-Bellême",61130,6,617,2011,2024,1188.43816,15.2363866666667,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17012,"Saint-Martin-du-Vieux-Bellême",61130,6,585,2016,2024,1188.43816,15.2363866666667,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17013,"Saint-Martin-du-Vieux-Bellême",61130,6,540,2022,2024,1188.43816,15.2363866666667,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17014,Saint-Nicolas-de-Sommaire,61550,3,271,2011,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17015,Saint-Nicolas-de-Sommaire,61550,3,267,2016,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17016,Saint-Nicolas-de-Sommaire,61550,3,266,2022,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17017,Saint-Ouen-sur-Iton,61300,3,916,2011,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17018,Saint-Ouen-sur-Iton,61300,3,837,2016,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17019,Saint-Ouen-sur-Iton,61300,3,827,2022,2024,,,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17020,Saint-Pierre-du-Regard,61790,3,1346,2011,2024,2344.37498,10.6562499090909,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17021,Saint-Pierre-du-Regard,61790,3,1437,2016,2024,2344.37498,10.6562499090909,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17022,Saint-Pierre-du-Regard,61790,3,1335,2022,2024,2344.37498,10.6562499090909,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17023,Saint-Sulpice-sur-Risle,61300,3,1668,2011,2024,1765.46474,12.9813583823529,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17024,Saint-Sulpice-sur-Risle,61300,3,1677,2016,2024,1765.46474,12.9813583823529,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17025,Saint-Sulpice-sur-Risle,61300,3,1587,2022,2024,1765.46474,12.9813583823529,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17026,"Saint-Symphorien-des-Bruyères",61300,4,499,2011,2024,616.72043,15.0419617073171,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17027,"Saint-Symphorien-des-Bruyères",61300,4,506,2016,2024,616.72043,15.0419617073171,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17028,"Saint-Symphorien-des-Bruyères",61300,4,483,2022,2024,616.72043,15.0419617073171,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17029,Sarceaux,61200,5,918,2011,2024,343.30769,8.80276128205128,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17030,Sarceaux,61200,5,1056,2016,2024,343.30769,8.80276128205128,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17031,Sarceaux,61200,5,1047,2022,2024,343.30769,8.80276128205128,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17032,"Sées",61500,6,4377,2011,2024,6331.12402,13.1351120746888,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17033,"Sées",61500,6,4182,2016,2024,6331.12402,13.1351120746888,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17034,"Sées",61500,6,4182,2022,2024,6331.12402,13.1351120746888,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17035,"La Selle-la-Forge",61100,3,1379,2011,2024,911.36631,11.9916619736842,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17036,"La Selle-la-Forge",61100,3,1462,2016,2024,911.36631,11.9916619736842,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17037,"La Selle-la-Forge",61100,3,1396,2022,2024,911.36631,11.9916619736842,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17038,"Gouffern en Auge",61310,4,3888,2011,2024,914.00397,11.2839996296296,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17039,"Gouffern en Auge",61310,4,3744,2016,2024,914.00397,11.2839996296296,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17040,"Gouffern en Auge",61310,4,3644,2022,2024,914.00397,11.2839996296296,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17041,"Bagnoles de l'Orne Normandie",61140,5,2757,2011,2024,7021.39947,11.9006770677966,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17042,"Bagnoles de l'Orne Normandie",61140,5,2674,2016,2024,7021.39947,11.9006770677966,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17043,"Bagnoles de l'Orne Normandie",61140,5,2698,2022,2024,7021.39947,11.9006770677966,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17044,Val-au-Perche,61260,2,3812,2011,2024,24382.5,24382.5,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17045,Val-au-Perche,61260,2,3716,2016,2024,24382.5,24382.5,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17046,Val-au-Perche,61260,2,3324,2022,2024,24382.5,24382.5,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17047,Tinchebray-Bocage,61800,6,5020,2011,2024,2724.78473,10.0917952962963,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17048,Tinchebray-Bocage,61800,6,4964,2016,2024,2724.78473,10.0917952962963,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17049,Tinchebray-Bocage,61800,6,4850,2022,2024,2724.78473,10.0917952962963,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17050,Valframbert,61250,3,1548,2011,2024,2204.14368,11.6007562105263,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17051,Valframbert,61250,3,1738,2016,2024,2204.14368,11.6007562105263,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17052,Valframbert,61250,3,1699,2022,2024,2204.14368,11.6007562105263,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17053,Vimoutiers,61120,4,3782,2011,2024,6193.5868,8.88606427546628,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17054,Vimoutiers,61120,4,3427,2016,2024,6193.5868,8.88606427546628,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17055,Vimoutiers,61120,4,3041,2022,2024,6193.5868,8.88606427546628,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17056,Ablain-Saint-Nazaire,62153,2,1773,2011,2024,5645.33388,12.9777790344828,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17057,Ablain-Saint-Nazaire,62153,2,1784,2016,2024,5645.33388,12.9777790344828,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17058,Ablain-Saint-Nazaire,62153,2,1966,2022,2024,5645.33388,12.9777790344828,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17059,Acheville,62320,4,624,2011,2024,1705.20134,13.0168041221374,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17060,Acheville,62320,4,638,2016,2024,1705.20134,13.0168041221374,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17061,Acheville,62320,4,579,2022,2024,1705.20134,13.0168041221374,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17062,Achicourt,62217,1,8045,2011,2024,28586.39272,9.93963585535466,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17063,Achicourt,62217,1,7678,2016,2024,28586.39272,9.93963585535466,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17064,Achicourt,62217,1,7899,2022,2024,28586.39272,9.93963585535466,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17065,Achiet-le-Grand,62121,6,1050,2011,2024,2351.82865,13.3626627840909,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17066,Achiet-le-Grand,62121,6,997,2016,2024,2351.82865,13.3626627840909,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17067,Achiet-le-Grand,62121,6,969,2022,2024,2351.82865,13.3626627840909,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17068,Acq,62144,5,622,2011,2024,1710.12729,14.25106075,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17069,Acq,62144,5,752,2016,2024,1710.12729,14.25106075,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17070,Acq,62144,5,790,2022,2024,1710.12729,14.25106075,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17071,"Agnières",62690,3,242,2011,2024,603.9864,12.8507744680851,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17072,"Agnières",62690,3,247,2016,2024,603.9864,12.8507744680851,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17073,"Agnières",62690,3,255,2022,2024,603.9864,12.8507744680851,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17074,Agny,62217,1,1948,2011,2024,6723.21015,12.0272095706619,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17075,Agny,62217,1,1931,2016,2024,6723.21015,12.0272095706619,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17076,Agny,62217,1,1863,2022,2024,6723.21015,12.0272095706619,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17077,Aire-sur-la-Lys,62120,1,9874,2011,2024,20727.35624,10.7618672066459,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17078,Aire-sur-la-Lys,62120,1,9859,2016,2024,20727.35624,10.7618672066459,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
17079,Aire-sur-la-Lys,62120,1,9568,2022,2024,20727.35624,10.7618672066459,Gaz,"2026-03-16 16:09:56","2026-03-16 16:09:56"
